,Date,Hour,Number_of_Incidents,Total_Volume,Average_Speed
85,1/16/2018,17,4,12431,35.3976378
1209,12/2/2017,23,1,12459,35.79357798
3121,4/22/2018,0,9,12462,36.65753425
3463,4/8/2018,22,3,12480,37.54915254
2358,3/17/2018,8,2,12482,38.35117057
2382,3/18/2018,9,2,12516,37.85714286
725,11/23/2017,11,5,12583,36.5952381
202,1/20/2018,22,4,12624,34.68981481
1276,12/22/2017,21,9,12630,35.46478873
1116,12/16/2017,23,3,12640,34.592
826,11/27/2017,21,10,12654,36.78884462
1679,2/13/2018,22,7,12662,37.70921986
3349,4/30/2018,22,4,12668,37.5
1319,12/24/2017,18,6,12802,35.15354331
803,11/26/2017,20,5,12805,35.82071713
779,11/25/2017,20,6,12810,35.89447236
746,11/24/2017,10,6,12852,37.20689655
954,12/1/2017,23,4,12858,33.94092827
904,11/30/2017,22,7,12865,36.35930736
1338,12/29/2017,7,7,12876,37.20158103
2139,2/8/2018,22,6,12905,36.12350598
2923,4/14/2018,8,10,12954,38.07142857
3484,4/9/2018,22,1,12959,37.76712329
1861,2/21/2018,22,4,12960,36.975
2073,2/5/2018,21,3,12968,36.01195219
156,1/19/2018,22,6,12985,34.41441441
2672,3/3/2018,23,3,12989,36.7148289
530,1/5/2018,22,4,12990,33.13777778
2018,2/3/2018,9,11,12994,35.53365385
3426,4/7/2018,8,6,13012,37.51851852
2780,3/8/2018,22,6,13041,37.17813765
2622,3/27/2018,22,9,13042,37.21724138
1398,12/30/2017,22,8,13053,35.22924901
1515,12/7/2017,21,10,13055,35.64485981
1262,12/22/2017,7,4,13056,36.31627907
2219,3/11/2018,9,10,13066,38.5
1421,12/31/2017,22,11,13150,33.09411765
1655,2/12/2018,21,4,13156,36.27777778
3105,4/21/2018,8,6,13159,37.57986111
1299,12/23/2017,21,3,13162,34.29439252
272,1/23/2018,21,6,13199,35.28110599
2054,2/4/2018,22,7,13221,36.88095238
2695,3/4/2018,21,1,13249,38.50549451
2984,4/16/2018,22,3,13255,37.42662116
1364,12/3/2017,10,12,13272,37.27727273
553,1/6/2018,22,4,13279,33.96860987
1328,12/28/2017,21,9,13284,35.86904762
1777,2/18/2018,9,5,13293,37.23754789
3167,4/23/2018,22,5,13298,37.19795222
2598,3/26/2018,22,7,13301,37.99635036
459,1/30/2018,21,7,13325,35.11353712
2666,3/3/2018,8,7,13348,37.49603175
2325,3/15/2018,23,5,13380,36.38095238
2733,3/6/2018,22,3,13432,37.40714286
1632,2/11/2018,20,5,13449,35.86220472
1541,12/8/2017,23,2,13543,34.28458498
1923,2/24/2018,23,1,13591,37.09338521
1491,12/6/2017,21,15,13610,34.36986301
2232,3/11/2018,22,4,13623,36.68953069
214,1/21/2018,10,9,13626,35.16818182
1467,12/5/2017,21,3,13626,37.07511737
2374,3/18/2018,0,10,13645,35.94178082
109,1/17/2018,21,3,13659,36.37446809
387,1/28/2018,20,5,13701,35.55364807
3305,4/29/2018,22,3,13712,37.17006803
3143,4/22/2018,22,2,13744,36.49324324
1945,2/25/2018,21,3,13749,37.76356589
1183,12/19/2017,21,8,13766,35.42201835
1353,12/29/2017,22,7,13779,34.32283465
1903,2/23/2018,23,2,13803,37.15
2350,3/17/2018,0,4,13806,35.53633218
564,1/7/2018,10,5,13817,36.36078431
769,11/25/2017,10,9,13857,37.64039409
1022,12/12/2017,22,4,13870,35.31225296
2031,2/3/2018,22,7,13879,34.92018779
189,1/20/2018,9,6,13890,36.11059908
3508,5/1/2018,22,6,13901,37.60750853
3211,4/25/2018,21,4,13944,35.22018349
1288,12/23/2017,10,5,13979,36.9086758
620,1/9/2018,21,5,14004,35.74900398
2686,3/4/2018,9,4,14046,37.81684982
552,1/6/2018,21,3,14059,33.76363636
2805,3/9/2018,23,7,14070,36.34408602
2938,4/14/2018,23,8,14071,37.0965251
296,1/24/2018,21,4,14073,35.31506849
1746,2/16/2018,23,5,14078,37.69090909
1114,12/16/2017,21,8,14079,33.59243697
3130,4/22/2018,9,2,14088,37.61702128
1769,2/17/2018,23,7,14094,36.64748201
2537,3/24/2018,8,3,14095,37.0459364
793,11/26/2017,10,9,14106,36.39534884
2811,4/1/2018,9,4,14111,38.45017182
2914,4/13/2018,23,22,14322,35.95471698
18,1/1/2018,18,4,14334,36.15537849
1968,2/26/2018,21,1,14347,38.12396694
1838,2/2/2018,22,13,14359,34.88732394
1988,2/27/2018,22,5,14360,37.46909091
1254,12/21/2017,22,8,14362,34.60849057
2947,4/15/2018,9,1,14445,38.42320819
132,1/18/2018,21,2,14469,35.81623932
3234,4/26/2018,22,7,14482,34.87096774
1420,12/31/2017,21,2,14528,35.21285141
2711,3/5/2018,21,6,14535,37.5862069
1622,2/11/2018,10,5,14543,37.3187251
3327,4/3/2018,22,5,14545,37.23648649
1880,2/22/2018,22,12,14565,35.97701149
975,12/10/2017,21,3,14572,35.212
848,11/28/2017,21,5,14579,35.79761905
1127,12/17/2017,10,6,14584,37.596
755,11/24/2017,19,10,14585,36.03465347
1374,12/3/2017,20,7,14596,36.1981982
366,1/27/2018,22,5,14619,34.24576271
2210,3/10/2018,23,3,14626,36.16666667
1275,12/22/2017,20,11,14630,34.90277778
1397,12/30/2017,21,8,14640,35.14342629
319,1/25/2018,21,6,14715,35.9957265
1611,2/10/2018,22,4,14751,34.58870968
2195,3/10/2018,8,12,14751,38.46785714
1586,2/1/2018,21,12,14776,34.70183486
342,1/26/2018,22,4,14780,34.94444444
412,1/29/2018,21,4,14789,36.0569395
2562,3/25/2018,9,13,14793,37.6294964
353,1/27/2018,9,11,14805,36.2394958
1813,2/19/2018,21,9,14824,37.69927536
68,1/11/2018,21,7,14834,35.38582677
1419,12/31/2017,20,8,14883,34.48818898
1789,2/18/2018,21,2,14887,37.87364621
2634,3/28/2018,22,4,14892,37.3707483
435,1/3/2018,20,8,14903,33.84513274
1352,12/29/2017,21,5,14921,35.6023622
1044,12/13/2017,22,5,14926,34.96414343
529,1/5/2018,21,6,14954,33.7264574
1298,12/23/2017,20,4,14966,33.85648148
1115,12/16/2017,22,7,15001,34.16205534
155,1/19/2018,21,13,15006,34.09633028
1161,12/18/2017,21,6,15017,34.17391304
3005,4/17/2018,22,3,15038,37.45993031
1318,12/24/2017,17,2,15058,35.81818182
1702,2/14/2018,22,6,15114,36.93617021
44,1/10/2018,21,3,15129,35.7372549
2256,3/12/2018,22,5,15134,36.70503597
12,1/1/2018,12,6,15140,36.50197628
1312,12/24/2017,11,9,15167,36.99596774
201,1/20/2018,21,1,15180,34.26940639
17,1/1/2018,17,4,15189,36.78486056
2030,2/3/2018,21,3,15233,34.79069767
2394,3/18/2018,21,3,15234,37.2890625
3450,4/8/2018,9,5,15282,37.02836879
247,1/22/2018,20,4,15285,34.5
2844,4/10/2018,22,2,15286,37.32653061
482,1/31/2018,21,4,15323,35.49787234
1102,12/16/2017,9,4,15377,36.01976285
3259,4/27/2018,23,7,15411,36.37966102
2163,2/9/2018,22,5,15427,34.16862745
3268,4/28/2018,8,6,15430,37.28474576
163,1/2/2018,7,6,15439,37.3083004
223,1/21/2018,19,16,15448,34.67420814
2671,3/3/2018,22,3,15498,36.07224335
2115,2/7/2018,21,2,15547,36.38582677
2530,3/23/2018,23,7,15548,36.20938628
2461,3/20/2018,22,5,15553,37.11824324
505,1/4/2018,20,6,15559,34.03043478
1327,12/28/2017,20,7,15580,34.63967611
2552,3/24/2018,23,12,15585,35.86690647
3441,4/7/2018,23,8,15644,34.76712329
747,11/24/2017,11,5,15645,35.55825243
964,12/10/2017,10,2,15662,36.58527132
2657,3/29/2018,22,5,15672,35.03004292
999,12/11/2017,21,4,15710,35.776
2823,4/1/2018,21,5,15727,37.31292517
1550,12/9/2017,9,7,15804,36.04743083
2755,3/7/2018,21,5,15820,37.15853659
3371,4/4/2018,22,2,15829,37.00677966
1598,2/10/2018,9,8,15861,35.12403101
1410,12/31/2017,11,5,15893,36.54545455
1230,12/20/2017,21,4,15899,34.90610329
2185,3/1/2018,22,5,15908,37.48920863
1913,2/24/2018,9,6,15914,37.26271186
1092,12/15/2017,23,2,15929,34.18431373
1208,12/2/2017,22,9,15945,34.89473684
1195,12/2/2017,9,7,15952,35.28270042
903,11/30/2017,21,1,15963,35.5210084
1253,12/21/2017,21,8,15964,34.80373832
1317,12/24/2017,16,3,15993,35.98809524
1386,12/30/2017,10,11,15994,36.68604651
1418,12/31/2017,19,9,15999,34.51792829
1138,12/17/2017,21,5,16026,35.29153605
377,1/28/2018,10,6,16054,36.12552301
872,11/29/2017,21,2,16062,35.87711864
953,12/1/2017,22,4,16064,34.49790795
3027,4/18/2018,22,8,16089,36.98606272
3531,5/2/2018,22,10,16155,37.27118644
596,1/8/2018,20,9,16171,35.05645161
541,1/6/2018,10,8,16206,34.46696035
1564,12/9/2017,23,5,16229,34.17460317
1610,2/10/2018,21,5,16248,35.29019608
3189,4/24/2018,21,5,16283,35.43303571
2278,3/13/2018,22,3,16307,36.72164948
551,1/6/2018,20,6,16350,32.95575221
411,1/29/2018,20,6,16390,34.8649789
2042,2/4/2018,10,3,16401,36.98431373
3418,4/6/2018,23,4,16404,35.49657534
3292,4/29/2018,9,2,16428,36.97658863
1724,2/15/2018,22,3,16533,36.81533101
778,11/25/2017,19,2,16534,35.72081218
2092,2/6/2018,20,11,16550,34.50787402
2231,3/11/2018,21,4,16551,36.22857143
2072,2/5/2018,20,1,16565,35.18181818
1934,2/25/2018,10,7,16570,37.90234375
2779,3/8/2018,21,7,16602,36.18292683
770,11/25/2017,11,5,16614,37.365
1182,12/19/2017,20,4,16668,34.73423423
3096,4/20/2018,23,7,16679,36.31864407
2138,2/8/2018,21,4,16733,35.40234375
1137,12/17/2017,20,8,16781,34.23320158
573,1/7/2018,19,8,16810,34.49011858
2383,3/18/2018,10,4,16810,36.95546559
3348,4/30/2018,21,4,16817,36.59310345
16,1/1/2018,16,8,16866,36.672
13,1/1/2018,13,4,16869,35.6812749
2574,3/25/2018,21,5,16896,37.0433213
1860,2/21/2018,21,7,16906,37.31768953
2867,4/11/2018,22,6,16911,36.88095238
341,1/26/2018,21,11,16919,35.18376068
108,1/17/2018,20,8,16929,35.34188034
1396,12/30/2017,20,4,16932,34.30952381
1289,12/23/2017,11,10,16946,37.20547945
2300,3/14/2018,22,2,16954,36.67118644
3283,4/28/2018,23,8,16970,35.89527027
1823,2/2/2018,7,15,17006,35.16744186
825,11/27/2017,20,9,17007,35.74206349
422,1/3/2018,7,15,17039,33.87111111
1442,12/4/2017,20,8,17052,35.80555556
1768,2/17/2018,22,7,17104,36.71326165
2416,3/19/2018,21,8,17137,37.4765625
365,1/27/2018,21,3,17160,34.41702128
1067,12/14/2017,22,3,17161,34.1984127
2484,3/21/2018,22,6,17206,37.60544218
1239,12/21/2017,7,6,17220,36.87557604
3120,4/21/2018,23,6,17252,35.76870748
974,12/10/2017,20,2,17277,34.52589641
1207,12/2/2017,21,5,17278,33.85416667
2209,3/10/2018,22,7,17313,35.63214286
2349,3/16/2018,23,5,17321,34.90068493
2373,3/17/2018,23,6,17349,35.13220339
458,1/30/2018,20,6,17350,34.75536481
3233,4/26/2018,21,4,17351,34.26146789
1902,2/23/2018,22,10,17364,36.57751938
1738,2/16/2018,14,10,17375,33.66911765
1540,12/8/2017,22,6,17385,33.87007874
271,1/23/2018,20,8,17392,33.99090909
2670,3/3/2018,21,6,17425,35.88345865
1313,12/24/2017,12,10,17451,36
2732,3/6/2018,21,4,17455,36.79642857
1297,12/23/2017,19,7,17471,34.0046729
1339,12/29/2017,8,5,17474,37.01167315
1944,2/25/2018,20,6,17477,36.9375
15,1/1/2018,15,10,17489,36.3083004
14,1/1/2018,14,5,17529,35.832
282,1/24/2018,7,14,17565,36.03225806
2439,3/2/2018,22,8,17567,36.98859316
2162,2/9/2018,21,7,17573,34.70750988
1654,2/12/2018,20,3,17600,35.22924901
1678,2/13/2018,21,5,17618,37.02836879
2506,3/22/2018,22,7,17621,36.63082437
1351,12/29/2017,20,8,17654,34.68379447
447,1/30/2018,9,8,17655,33.00546448
3554,5/3/2018,22,9,17656,36.84931507
3071,4/2/2018,21,5,17661,36.64981949
1837,2/2/2018,21,14,17687,35.23474178
305,1/25/2018,7,16,17699,36.07239819
1631,2/11/2018,19,6,17724,34.64031621
1429,12/4/2017,7,22,17726,36.57534247
200,1/20/2018,20,3,17754,33.59728507
1021,12/12/2017,21,4,17756,34.79133858
1490,12/6/2017,20,14,17803,33.81818182
1453,12/5/2017,7,13,17817,34.66818182
2804,3/9/2018,22,5,17822,36.37906137
1417,12/31/2017,18,8,17829,34.00787402
1466,12/5/2017,20,5,17844,35.98604651
2679,3/30/2018,7,12,17896,36.68695652
2959,4/15/2018,21,9,17908,36.32094595
258,1/23/2018,7,9,17929,35.64953271
1113,12/16/2017,20,16,17944,32.49019608
1987,2/27/2018,21,3,17949,37.10431655
802,11/26/2017,19,6,17971,34.67460317
295,1/24/2018,20,5,17972,34.59090909
1879,2/22/2018,21,7,18017,36.07885305
2019,2/3/2018,10,9,18025,34.92165899
1316,12/24/2017,15,5,18060,35.3515625
1274,12/22/2017,19,4,18077,34.51627907
1745,2/16/2018,22,3,18078,36.3046595
952,12/1/2017,21,7,18111,34.86075949
3462,4/8/2018,21,7,18116,36.53716216
1365,12/3/2017,11,5,18141,37.02739726
2029,2/3/2018,20,7,18145,34.4562212
2220,3/11/2018,10,7,18160,37.46428571
3142,4/22/2018,21,13,18182,36.51056338
1585,2/1/2018,20,6,18185,34.77102804
215,1/21/2018,11,5,18196,34.66359447
3578,5/4/2018,22,6,18196,36.02857143
619,1/9/2018,20,11,18203,34.852
748,11/24/2017,12,11,18215,34.95631068
3210,4/25/2018,20,6,18221,34.92727273
1788,2/18/2018,20,2,18229,36.3705036
234,1/22/2018,7,13,18250,35.43378995
1373,12/3/2017,19,16,18264,35.42533937
77,1/12/2018,7,10,18279,34.30837004
1216,12/20/2017,7,12,18294,35.91324201
1043,12/13/2017,21,9,18309,34.7372549
96,1/17/2018,8,22,18317,34.86294416
1263,12/22/2017,8,11,18322,35.52968037
3483,4/9/2018,21,2,18334,36.7440273
3304,4/29/2018,21,9,18341,35.83161512
492,1/4/2018,7,13,18380,33.74889868
222,1/21/2018,18,9,18390,34.0990991
118,1/18/2018,7,16,18396,35.31330472
1539,12/8/2017,21,9,18419,34.10671937
515,1/5/2018,7,10,18426,33.87719298
754,11/24/2017,18,14,18455,36.00505051
288,1/24/2018,13,14,18472,33.65853659
3393,4/5/2018,22,7,18486,36.21283784
2597,3/26/2018,21,7,18490,37.30909091
1778,2/18/2018,10,9,18522,37.01886792
1315,12/24/2017,14,6,18527,35.10894942
847,11/28/2017,20,3,18555,35.42971888
2114,2/7/2018,20,8,18569,35.35887097
2324,3/15/2018,22,4,18571,36.2755102
1755,2/17/2018,9,8,18572,38.07092199
1477,12/6/2017,7,24,18589,34.19090909
1501,12/7/2017,7,10,18590,36.11926606
154,1/19/2018,20,7,18614,33.26576577
3049,4/19/2018,22,2,18628,36.29591837
1252,12/21/2017,20,9,18633,32.6146789
131,1/18/2018,20,4,18694,34.80603448
1314,12/24/2017,13,7,18705,35.01976285
2151,2/9/2018,10,11,18729,35.99484536
2889,4/12/2018,22,4,18735,36.67235495
1812,2/19/2018,20,4,18753,36.97482014
542,1/6/2018,11,10,18765,34.67241379
1416,12/31/2017,17,11,18776,34.81746032
1967,2/26/2018,20,1,18783,36.68979592
565,1/7/2018,11,4,18784,36
776,11/25/2017,17,4,18800,36.15
2621,3/27/2018,21,6,18800,36.18305085
3438,4/7/2018,20,6,18816,33.43693694
753,11/24/2017,17,14,18826,35.56157635
1340,12/29/2017,9,10,18826,36.02352941
1160,12/18/2017,20,7,18911,33.49802372
318,1/25/2018,20,10,18919,35.23504274
2551,3/24/2018,22,13,18922,35.90391459
190,1/20/2018,10,8,18930,35.04524887
794,11/26/2017,11,1,18969,36.0625
771,11/25/2017,12,2,18982,36.28217822
2983,4/16/2018,21,14,19017,36.58762887
2359,3/17/2018,9,9,19033,38.04026846
3507,5/1/2018,21,7,19043,36.33333333
1701,2/14/2018,21,7,19061,36.78368794
749,11/24/2017,13,20,19086,35.19117647
398,1/29/2018,7,8,19102,36.03448276
1723,2/15/2018,21,3,19106,36.95438596
2050,2/4/2018,18,6,19129,35.64031621
528,1/5/2018,20,10,19137,32.92825112
67,1/11/2018,20,9,19149,34.1484375
1767,2/17/2018,21,6,19160,36.68231047
2710,3/5/2018,20,7,19160,36.85171103
2937,4/14/2018,22,5,19182,36.121673
777,11/25/2017,18,15,19194,35.445
1066,12/14/2017,21,6,19199,34.93625498
2924,4/14/2018,9,12,19235,37.55263158
2255,3/12/2018,21,6,19242,35.86524823
1609,2/10/2018,20,4,19244,34.1640625
1091,12/15/2017,22,2,19292,33.43307087
2563,3/25/2018,10,9,19302,37.6967509
1514,12/7/2017,20,15,19304,31.43636364
3166,4/23/2018,21,6,19315,36.26689189
1296,12/23/2017,18,12,19345,33.94009217
364,1/27/2018,20,7,19365,33.47008547
141,1/19/2018,7,15,19407,35.60683761
221,1/21/2018,17,7,19430,34.75675676
175,1/2/2018,19,16,19442,32.43514644
481,1/31/2018,20,3,19449,35.19915254
2529,3/23/2018,22,7,19468,36.23843416
309,1/25/2018,11,13,19548,36.32843137
1563,12/9/2017,22,4,19557,33.06299213
1229,12/20/2017,20,9,19570,33.21495327
1290,12/23/2017,12,11,19579,36.51162791
2812,4/1/2018,10,9,19609,37.39455782
938,12/1/2017,7,16,19612,35.91139241
2208,3/10/2018,21,7,19621,36.43727599
3440,4/7/2018,22,4,19632,33.87118644
1901,2/23/2018,21,5,19634,36.34496124
386,1/28/2018,19,7,19652,34.4212766
2393,3/18/2018,20,8,19662,36.54054054
1387,12/30/2017,11,6,19671,36.203125
2184,3/1/2018,21,5,19683,36.75
998,12/11/2017,20,9,19691,34.48015873
2687,3/4/2018,10,5,19691,36.78571429
238,1/22/2018,11,9,19694,35.45945946
1526,12/8/2017,8,13,19696,35.80454545
354,1/27/2018,10,5,19699,35.33617021
2667,3/3/2018,9,9,19720,36.91666667
1264,12/22/2017,9,9,19725,34.88888889
1799,2/19/2018,7,8,19749,38.0747331
3106,4/21/2018,9,8,19769,37.37671233
468,1/31/2018,7,14,19776,35.57446809
1411,12/31/2017,12,11,19783,35.12992126
775,11/25/2017,16,6,19819,36.49748744
445,1/30/2018,7,11,19830,35.7639485
1623,2/11/2018,11,7,19839,36.35658915
340,1/26/2018,20,3,19841,34.6893617
871,11/29/2017,20,7,19842,35.33195021
425,1/3/2018,10,9,19852,33.66814159
1295,12/23/2017,17,8,19863,35.73148148
889,11/30/2017,7,13,19879,35.38655462
902,11/30/2017,20,8,19880,34.425
167,1/2/2018,11,9,19958,35.49224806
752,11/24/2017,16,10,19964,35.865
1572,2/1/2018,7,15,19967,35.41596639
286,1/24/2018,11,9,19995,35.23181818
2754,3/7/2018,20,3,20031,35.50202429
1206,12/2/2017,20,7,20045,32.91101695
327,1/26/2018,7,12,20059,35.53813559
1076,12/15/2017,7,14,20063,35.38188976
572,1/7/2018,18,10,20065,34.92885375
308,1/25/2018,10,4,20067,35.41666667
750,11/24/2017,14,10,20073,35.45771144
2101,2/7/2018,7,8,20084,34.9488189
1112,12/16/2017,19,17,20091,30.41295547
550,1/6/2018,19,11,20096,32.65638767
1395,12/30/2017,19,12,20116,34.49802372
220,1/21/2018,16,4,20122,34.30769231
495,1/4/2018,10,8,20133,34.29646018
2148,2/9/2018,7,6,20171,35.91828794
3197,4/25/2018,7,5,20222,35.3652968
1196,12/2/2017,10,9,20251,34.70711297
1562,12/9/2017,21,4,20259,33.52964427
43,1/10/2018,20,8,20263,35.47637795
3427,4/7/2018,9,12,20270,36.86287625
1265,12/22/2017,10,16,20300,35.46543779
751,11/24/2017,15,7,20309,35.55392157
3326,4/3/2018,21,9,20313,36.69932432
2822,4/1/2018,20,5,20314,36.46232877
426,1/3/2018,11,12,20332,33.45333333
2913,4/13/2018,22,46,20346,35.01428571
1641,2/12/2018,7,11,20368,35.62204724
2277,3/13/2018,21,2,20393,35.92439863
3232,4/26/2018,20,13,20399,34.70046083
1341,12/29/2017,10,7,20415,35.91472868
2372,3/17/2018,22,5,20431,35.32534247
3282,4/28/2018,22,3,20435,35.3877551
2669,3/3/2018,20,1,20460,35.09056604
2803,3/9/2018,21,8,20467,36.07168459
3219,4/26/2018,7,6,20477,34.42081448
2460,3/20/2018,21,8,20503,36.57679181
219,1/21/2018,15,8,20505,34.4109589
262,1/23/2018,11,4,20510,35.66515837
1836,2/2/2018,20,7,20531,34.22429907
216,1/21/2018,12,11,20547,33.80184332
3451,4/8/2018,10,10,20611,35.56055363
1599,2/10/2018,10,7,20613,35.18461538
1321,12/28/2017,14,11,20627,33.10309278
2438,3/2/2018,21,11,20628,36.28409091
812,11/27/2017,7,14,20644,34.88617886
1326,12/28/2017,19,7,20650,34.03585657
772,11/25/2017,13,10,20666,36.09
3131,4/22/2018,10,5,20683,37.78983051
237,1/22/2018,10,13,20712,35.31192661
166,1/2/2018,10,10,20714,36.05058366
1481,12/6/2017,11,20,20718,33.97209302
1273,12/22/2017,18,13,20731,33.84792627
1664,2/13/2018,7,16,20734,34.48076923
2028,2/3/2018,19,7,20741,33.73732719
858,11/29/2017,7,16,20745,35.57874016
2230,3/11/2018,20,8,20761,35.18772563
1744,2/16/2018,21,3,20764,36.60791367
519,1/5/2018,11,8,20776,33.58928571
2948,4/15/2018,10,9,20786,37.40268456
2538,3/24/2018,9,9,20831,36.64310954
30,1/10/2018,7,16,20832,35.50972763
1128,12/17/2017,11,10,20835,36.0234375
973,12/10/2017,19,3,20837,32.816
2060,2/5/2018,8,16,20843,31.91145833
1090,12/15/2017,21,6,20863,33.89328063
1052,12/14/2017,7,10,20871,35.53968254
1103,12/16/2017,10,8,20875,35.35907336
191,1/20/2018,11,6,20889,34.01363636
1294,12/23/2017,16,11,20895,35.76744186
1630,2/11/2018,18,8,20929,35.02380952
2789,3/9/2018,7,7,20939,36.644
2323,3/15/2018,21,7,20960,36.15277778
2778,3/8/2018,20,5,20961,35.59756098
3258,4/27/2018,22,8,20974,35.49491525
99,1/17/2018,11,10,20983,33.80904523
378,1/28/2018,11,7,20989,35.16386555
1859,2/21/2018,20,5,21009,36.03584229
985,12/11/2017,7,15,21011,35.00790514
1372,12/3/2017,18,5,21013,35.17117117
774,11/25/2017,15,8,21019,35.64824121
2633,3/28/2018,21,2,21019,36.30536913
583,1/8/2018,7,10,21020,35.33463035
2936,4/14/2018,21,5,21052,35.42366412
97,1/17/2018,9,11,21062,34.02475248
2020,2/3/2018,11,3,21077,34.00454545
606,1/9/2018,7,16,21090,35.21011673
773,11/25/2017,14,10,21098,35.92156863
218,1/21/2018,14,8,21118,33.98156682
1433,12/4/2017,11,10,21145,35.97663551
2161,2/9/2018,20,6,21211,34.23137255
1291,12/23/2017,13,6,21215,35.57603687
2137,2/8/2018,20,3,21216,34.98031496
199,1/20/2018,19,14,21221,33.20454545
1415,12/31/2017,16,11,21229,35.18650794
1366,12/3/2017,12,6,21235,36.35616438
834,11/28/2017,7,9,21239,35.59055118
1677,2/13/2018,20,7,21255,36.00353357
285,1/24/2018,10,6,21258,35.05188679
2573,3/25/2018,20,7,21266,36.13571429
3577,5/4/2018,21,16,21280,34.65
518,1/5/2018,10,9,21285,34.21681416
402,1/29/2018,11,4,21299,34.73417722
1169,12/19/2017,7,20,21303,33.8203125
1629,2/11/2018,17,3,21307,35.08267717
801,11/26/2017,18,4,21308,34.203125
3417,4/6/2018,22,6,21316,34.58644068
1147,12/18/2017,7,16,21333,34.80620155
3188,4/24/2018,20,3,21361,36.3909465
1551,12/9/2017,10,10,21390,34.5234375
3004,4/17/2018,21,8,21404,36.47945205
1020,12/12/2017,20,7,21413,34.46987952
2124,2/8/2018,7,20,21450,35.4496124
965,12/10/2017,11,6,21504,35.9034749
100,1/17/2018,12,9,21534,34.78921569
1432,12/4/2017,10,10,21558,36.33027523
1029,12/13/2017,7,6,21595,35.32806324
1292,12/23/2017,14,12,21624,34.9543379
217,1/21/2018,13,6,21671,32.98617512
2843,4/10/2018,21,4,21691,36.53040541
261,1/23/2018,10,10,21703,34.73515982
1293,12/23/2017,15,10,21703,35.3287037
1007,12/12/2017,7,13,21729,34.70155039
1505,12/7/2017,11,11,21738,34.50224215
1412,12/31/2017,13,3,21740,35.05490196
1956,2/26/2018,8,1,21748,32.78061224
54,1/11/2018,7,17,21752,35.41176471
795,11/26/2017,12,8,21790,34.484375
1457,12/5/2017,11,9,21792,35.59534884
1431,12/4/2017,9,7,21796,34.25925926
951,12/1/2017,20,10,21811,33.79324895
2196,3/10/2018,9,4,21827,36.65017668
1217,12/20/2017,8,3,21832,34.82191781
504,1/4/2018,19,11,21835,32.46543779
3303,4/29/2018,20,11,21846,36.40136054
2043,2/4/2018,11,11,21847,36.07782101
2348,3/16/2018,22,12,21852,35.08163265
548,1/6/2018,17,2,21879,31.82969432
1413,12/31/2017,14,9,21885,34.79133858
3347,4/30/2018,20,6,21898,36.79931973
2299,3/14/2018,21,10,21902,36.22895623
1219,12/20/2017,10,4,21955,35.64516129
571,1/7/2018,17,4,21959,34.64
259,1/23/2018,8,15,21975,32.49767442
2079,2/6/2018,7,19,21980,34.08045977
401,1/29/2018,10,13,22023,35.83050847
1430,12/4/2017,8,15,22028,33.30630631
1242,12/21/2017,10,8,22036,35.53023256
434,1/3/2018,19,10,22040,32.78761062
3095,4/20/2018,22,5,22050,35.50169492
3026,4/18/2018,21,5,22059,36.45360825
1136,12/17/2017,19,10,22117,32.74609375
2550,3/24/2018,21,10,22145,35.62365591
1914,2/24/2018,10,9,22155,36.44223108
2505,3/22/2018,21,7,22180,36.19713262
2333,3/16/2018,7,7,22196,37.97666667
3530,5/2/2018,21,8,22201,35.5559322
1266,12/22/2017,11,18,22245,33.02739726
2241,3/12/2018,7,4,22245,37.83038869
1414,12/31/2017,15,3,22252,34.86821705
2731,3/6/2018,20,7,22265,36.32258065
2866,4/11/2018,21,8,22272,36.14285714
306,1/25/2018,8,13,22273,33.11504425
1986,2/27/2018,20,2,22275,36.18996416
3269,4/28/2018,9,7,22307,36.58983051
1371,12/3/2017,17,5,22332,34.91855204
1350,12/29/2017,19,6,22353,34.01185771
3553,5/3/2018,21,7,22359,35.78040541
800,11/26/2017,17,8,22369,34.90588235
2263,3/13/2018,7,8,22395,37.609319
516,1/5/2018,8,9,22396,32.33480176
586,1/8/2018,10,9,22404,35.52325581
122,1/18/2018,11,9,22413,35.29613734
1538,12/8/2017,20,8,22426,33.24615385
1240,12/21/2017,8,11,22435,35.52314815
1824,2/2/2018,8,10,22446,32.71359223
566,1/7/2018,12,15,22448,35.02777778
1241,12/21/2017,9,13,22468,35.40825688
1454,12/5/2017,8,22,22478,32.30316742
2958,4/15/2018,20,10,22484,36.01013514
1504,12/7/2017,10,15,22491,34.71493213
2063,2/5/2018,11,7,22497,34.86434109
3119,4/21/2018,22,8,22515,35.01706485
549,1/6/2018,18,12,22519,32.2112069
1480,12/6/2017,10,15,22526,33.46543779
543,1/6/2018,12,15,22534,32.81659389
2402,3/19/2018,7,7,22536,36.13229572
3439,4/7/2018,21,5,22562,33.81972789
1826,2/2/2018,10,8,22581,35.09174312
1456,12/5/2017,10,7,22586,35.01818182
3293,4/29/2018,10,5,22601,36.68106312
2415,3/19/2018,20,8,22612,35.75875486
587,1/8/2018,11,11,22614,35.203125
449,1/30/2018,11,10,22641,34.94957983
1243,12/21/2017,11,7,22641,34.85581395
2765,3/8/2018,7,11,22643,36.12550607
307,1/25/2018,9,10,22650,32.28899083
3461,4/8/2018,20,3,22658,36.12244898
101,1/17/2018,13,15,22714,35.20895522
1922,2/24/2018,20,5,22714,35.61776062
